MalzemeId;MalzemeKategoriId;MalzemeMarkaId;OlcuBirimiId;UrunAd;UrunKodu;Barkod;Resim;Tarih;OzelAlan;IslemiYapan;Aciklama;Ikaz;AlisFiyat;AlisParaBirimiId;SatisFiyat;SatisParaBirimiId;RafNo;
16315;153;NULL;28;KGM/YÜKBEK KAR BUZ YÜKLEYÝCÝ BEKLEME;16314;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16316;153;NULL;17;KGM/AGREGA     ( PLENT VE BSK AGREGASI );16315;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16317;153;NULL;29;KGM/FÝYATFARKI;16316;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16318;153;NULL;29;KGM/ANAHTAR TESLÝM GÖTÜRÜ BEDEL;16317;;NULL;3.10.2018;;472;;0;0.00;3;0.00;3;;
16320;95;NULL;1;OT BÝÇME TRAKTÖR APARATI;16319;;NULL;5.10.2018;;472;;0;0.00;3;0.00;3;;
16326;97;NULL;1;AVUKAT GÝDERLERÝ;16325;;NULL;8.10.2018;;472;;0;0.00;3;0.00;3;;
16336;157;NULL;1;CEP TEL MAK;16335;;NULL;10.10.2018;;472;;0;0.00;3;0.00;3;;
16337;157;NULL;1;TELEFON HATTI;16336;;NULL;10.10.2018;;472;;0;0.00;3;0.00;3;;
16338;157;NULL;1;FOTRAF MAKÝNASI;16337;;NULL;10.10.2018;;472;;0;0.00;3;0.00;3;;
16339;157;NULL;1;KÝLÝMA;16338;;NULL;10.10.2018;;472;;0;0.00;3;0.00;3;;
16340;157;NULL;1;YAZICI MAK;16339;;NULL;10.10.2018;;472;;0;0.00;3;0.00;3;;
16341;157;NULL;1;GÜÇ KAYNAÐI;16340;;NULL;10.10.2018;;472;;0;0.00;3;0.00;3;;
16342;157;NULL;1;GÜVENLÝL KAMERASI SÝSTEMÝ;16341;;NULL;10.10.2018;;472;;0;0.00;3;0.00;3;;
16343;156;NULL;1;SULAMA MALZEMELERÝ;16342;;NULL;11.10.2018;;472;;0;0.00;3;0.00;3;;
16344;156;NULL;3;ÇÝM SINIRLAYICI;16343;;NULL;11.10.2018;;472;;0;0.00;3;0.00;3;;
16345;164;NULL;1;KUMANDA PANELÝ TUZ SERÝCÝ VE BIÇAK;16344;;NULL;12.10.2018;;472;;0;0.00;3;0.00;3;;
16346;135;NULL;1;YANGIN SÖNDÜRME 12 KG;16345;;NULL;15.10.2018;;472;;0;0.00;3;0.00;3;;
16347;156;NULL;17;DOLAMÝT TAÞ;16346;;NULL;16.10.2018;;472;;0;0.00;3;0.00;3;;
16348;97;NULL;1;AÐAÇ KESME MOTORU;16347;;NULL;18.10.2018;;472;;0;0.00;3;0.00;3;;
16349;108;NULL;1;LASTÝK KAPLAMA 215/75R 17,5 KAMYONET(OTOKAR-ISUZU);16348;;NULL;20.10.2018;;472;;0;0.00;3;0.00;3;;
16350;108;NULL;1;LASTÝK KAPLAMA 8,5 R 17,5 KAMYONET;16349;;NULL;20.10.2018;;472;;0;0.00;3;0.00;3;;
16351;153;NULL;30;KGM/ÖZEL-KAMYON;16350;;NULL;22.10.2018;;472;;0;0.00;3;0.00;3;;
16352;153;NULL;30;KGM/ÖZEL-KANALKAZICI;16351;;NULL;22.10.2018;;472;;0;0.00;3;0.00;3;;
16353;153;NULL;30;KGM/ÖZEL-VAKUMLU SÜBÜRGE;16352;;NULL;22.10.2018;;472;;0;0.00;3;0.00;3;;
16354;153;NULL;30;KGM/ÖZEL-4*4 PÝKAP;16353;;NULL;22.10.2018;;472;;0;0.00;3;0.00;3;;
16355;153;NULL;28;KGM/B8-ALTG ( ALTGEÇÝTLERÝN RUTÝN KONTROL VE BAKIMI);16354;;NULL;22.10.2018;;472;;0;0.00;3;0.00;3;;
16356;153;NULL;17;KGM/M1-BSK (BAKIM ÝÇÝN ASFALT BETONU BSK TEMÝNÝ VE NAKLÝ);16355;;NULL;22.10.2018;;472;;0;0.00;3;0.00;3;;
16357;153;NULL;17;KGM/M3-TUZ ( TUZ TEMÝNÝ VE ÝÞYERLERÝNE NAKLÝ );16356;;NULL;22.10.2018;;472;;0;0.00;3;0.00;3;;
16358;153;NULL;17;KGM/M4-T.AGR (TUZ AGREGA SI VE NAKLÝ );16357;;NULL;22.10.2018;;472;;0;0.00;3;0.00;3;;
16360;156;NULL;1;SULAMA TESÝSAT ARIZA TAMÝR;16359;;NULL;5.11.2018;;472;;0;0.00;3;0.00;3;;
16361;132;NULL;1;ARAÇ VE ÝÞMAK SATIÞ GELÝRÝ;16360;;NULL;6.11.2018;;472;;0;0.00;3;0.00;3;;
16363;117;NULL;8;MENHOL KAPAK;16362;;NULL;10.11.2018;;472;;0;0.00;3;0.00;3;;
16364;117;NULL;8;YAÐMUR SUYU IZGARASI;16363;;NULL;10.11.2018;;472;;0;0.00;3;0.00;3;;
16365;154;NULL;17;TUZ AGREGASI;16364;;NULL;13.11.2018;;472;;0;0.00;3;0.00;3;;
16367;156;NULL;12;HYDROSEEDÝNG UYGULAMA;16366;;NULL;13.11.2018;;472;;0;0.00;3;0.00;3;;
16368;126;NULL;3;BORU KORUGE 110 MM;16367;;NULL;15.11.2018;;472;;0;0.00;3;0.00;3;;
16369;156;NULL;3;YATAY SONDAJ;16368;;NULL;15.11.2018;;472;;0;0.00;3;0.00;3;;
16371;125;NULL;1;MONT 1;16370;;NULL;16.11.2018;;472;;0;0.00;3;0.00;3;;
16373;138;NULL;1;PROJE YAPIMI;16372;;NULL;17.11.2018;;472;;0;0.00;3;0.00;3;;
16374;117;NULL;1;SU ;16373;;NULL;19.11.2018;;472;;0;0.00;3;0.00;3;;
16375;108;NULL;1;LASTÝK 10-16.5 BOBCAT(MY);16374;;NULL;21.11.2018;MÝNÝ YÜKLEYÝCÝ;472;;0;0.00;3;0.00;3;;
16376;108;NULL;1;LASTÝK 2. EL;16375;;NULL;21.11.2018;;472;;0;0.00;3;0.00;3;;
16377;108;NULL;1;LASTÝK ÝÇ 6.50-16 ÇEKÝLÝR TÝP RÖMORK;16376;;NULL;21.11.2018;;472;;0;0.00;3;0.00;3;;
16378;117;NULL;6;KÝREMÝT ÝRMÝÐÝ;16377;;NULL;27.11.2018;;472;;0;0.00;3;0.00;3;;
16379;108;NULL;1;LASTÝK 215/50 R 17  BÝNEK;16378;;NULL;27.11.2018;;472;;0;0.00;3;0.00;3;;
16381;156;NULL;1;GOLD TAFLAN;16380;;NULL;5.12.2018;;472;;0;0.00;3;0.00;3;;
16382;156;NULL;1;LAVANTA;16381;;NULL;5.12.2018;;472;;0;0.00;3;0.00;3;;
16383;156;NULL;1;GAVURA;16382;;NULL;5.12.2018;;472;;0;0.00;3;0.00;3;;
16384;156;NULL;1;SMARGART MAZI;16383;;NULL;5.12.2018;;472;;0;0.00;3;0.00;3;;
16385;131;NULL;1;TUZ SERÝCÝ ZÝNCÝRÝ;16384;;NULL;5.12.2018;;472;;0;0.00;3;0.00;3;;
16387;95;NULL;1;RÖMORK;16386;;NULL;12.12.2018;;472;;0;0.00;3;0.00;3;;
16390;156;NULL;3;PE-100 BORU;16389;;NULL;14.12.2018;;472;;0;0.00;3;0.00;3;;
16393;153;NULL;13;KGM/2200 YARMA KAZISI YAPILMASI VE KULLANILMASI;16392;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16394;153;NULL;13;KGM/2202 OCAK ARÝYETÝ KAZISI YAPILMASI VE KULLANILMASI;16393;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16395;153;NULL;13;KGM/2209 KAZI MALZEMESÝNÝN SULANMASI VE SIKIÞTIRILMASI;16394;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16397;153;NULL;3;KGM/2206 600MM SN8 ANMA ÇAPLI HDPE KAN. BORUSU TEMÝNÝ;16395;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16398;153;NULL;3;KGM/22010 1000MM SN8 ANMA ÇAPLI HDPE KAN. BORUSU TEMÝNÝ VE DÖÞENMESÝ;16397;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16399;153;NULL;3;KGM/2210 1000MM SN8 ANMA ÇAPLI HDPE KAN. BORUSU TEMÝNÝ;16398;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16400;153;NULL;13;KGM/16.100 HER TÜRLÜ ÝNÞ. TEM. HER DOZDA DEMÝRSÝZ BETON (C16/20 HAZIR BETON);16399;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16401;153;NULL;13;KGM/16.122 HENDEKLERÝN BETONLA KAPLANMASI (C 20/25 HAZIR BETON);16400;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16402;153;NULL;13;KGM/16.130 HER TÜRLÜ ÝNÞ. KURUDA VEYA SUDA ÝSTENÝLEN HER DOZDA DEMÝRLÝ BETON;16401;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16403;153;NULL;13;KGM/16.132 KUTU MENFEZLERDE KURUDA VE SUDA HER DOZDA DEMÝRLÝ BETON (C 25/30);16402;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16404;153;NULL;13;KGM/17.002 OCAK TAÞI ÝLE MOLOZ TAÞ ÝNÞAAT;16403;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16405;153;NULL;13;KGM/17.081 OCAK TAÞI ÝLE ÝSTÝFSÝZ TAÞ DOLGU;16404;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16406;153;NULL;13;KGM/21.051 MENFEZLERDE 6M VE DAHA KÜÇÜK GÖZ AÇIKLIKLARI ÝÇÝN DÖÞEME KÝRÝÞ VE KEMER TAÞI ÝÇÝN ÝSKELER;16405;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16407;153;NULL;6;KGM/23.255 FONTTAN IZGARA KAPAK,GARGUY YAPILMASI;16406;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16408;153;NULL;17;KGM/23 ÝNÞ. BÜNYESÝNE GÝREN ÝNCE VE KALIN HER EBATTAKÝ NERVÜRLÜ DEMÝR TEMÝNÝ VE ÝÞÇÝLÝÐÝ;16407;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16409;153;NULL;13;KGM/2641 SANAT YAP. VE KÖPRÜ TEMEL TAB. BETON YOL VE TRETUVAR ALTLARINA KIRMA TAÞ TAB.SER VE DRENAJ HEND. ÝLE HER TÜRLÜ BÜZ YANL KIRIM DOLGU YAPILMASI;16408;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16410;153;NULL;12;KGM/27.101 MOLOZ VE ÇAPLANMIÞ MOLOZ TAÞ ÝNÞ. YÜZEYLERÝNE GÖMME OLUKLU DERZ YAPILMASI;16409;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16411;153;NULL;3;KGM/3605 150MM TÜNEL TÝPÝ DRENAJ BORUSU TEMÝNÝ VE DÖÞENMESÝ;16410;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16412;153;NULL;25;KGM/5050 TRAFÝK ÝÞARETLEME MALZ. TEM. VE ÝÞARET. YAPILMASI VE EMNÝYET TEDBÝRLERÝNÝN ALINMASI;16411;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16413;153;NULL;13;KGM/SYK-Ö HER DERÝNLÝKTE HER CÝNS VE KLASTAKÝ ZEMÝNDE KURUDA VEYA SUDA HER CÝNS SANAT YAPISI TEMELÝ AÇILMASI;16412;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16414;153;NULL;13;KGM/15.122 OCAK TAÞINDAN ÝSTENÝLEN KIR.EL ASFALT MICIRI TEMÝNÝ;16413;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16415;153;NULL;13;KGM/6000 OCAK TAÞINDAN KONKASÖRLE KIRILMIÞ VE ELENMÝÞ MALZEME ÝLE ALT TEMEL YAPILMASI;16414;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16416;153;NULL;13;KGM/6040 TEMEL YAPILMASI;16415;;NULL;19.12.2018;;472;;0;0.00;3;0.00;3;;
16417;97;NULL;1;TESTERE 305*25,40 mm 60 Diþ;16416;;NULL;21.12.2018;;472;;0;0.00;3;0.00;3;;
16418;102;NULL;1;HÝDROFOR 50LT TANKLI PAKET;16417;;NULL;22.12.2018;;472;;0;0.00;3;0.00;3;;
16419;108;NULL;1;LASTÝK 235/45 R17 BÝNEK;16418;;NULL;25.12.2018;;472;;0;0.00;3;0.00;3;;
16421;97;NULL;27;KURS\SINAV\DÝPLOMA;16420;;NULL;29.12.2018;;472;;0;0.00;3;0.00;3;;
16422;108;NULL;1;LASTÝK 1600-24 GRAYDER ÝÞ MAK;16421;;NULL;2.01.2019; ÝÞ MAKÝNASI;472;;0;0.00;3;0.00;3;;
16423;153;NULL;17;KGM/4106/A-1 OCAK TAÞINDAN KONK. KIR.EL. AGREGA TEMÝN VE NAKLÝ;16422;;NULL;2.01.2019;;472;;0;0.00;3;0.00;3;;
16424;149;NULL;1;FATURA-ÝRSALÝYE,KART VÝZÝT,BROÞÜR BASIMI;16423;;NULL;4.01.2019;;472;;0;0.00;3;0.00;3;;
16427;125;NULL;1;EÐÝTÝM TATBÝKAT RAPORU;16426;;NULL;7.01.2019;;472;;0;0.00;3;0.00;3;;
16428;124;NULL;1;BARÝYER ÇAKMA APARATI;16427;;NULL;7.01.2019;;472;;0;0.00;3;0.00;3;;
16429;108;NULL;1;LASTÝK 600 X 17,5 ISUZU;16428;;NULL;15.01.2019;;472;;0;0.00;3;0.00;3;;
16430;108;NULL;1;LASTÝK 245/45 R18-MÝNÝBÜS-SUV;16429;;NULL;21.01.2019;;472;;0;0.00;3;0.00;3;;
16432;153;NULL;29;SÖZLEÞME BEDELÝ;16431;;NULL;23.01.2019;;472;;0;0.00;3;0.00;3;;
16434;111;NULL;1;ZÝNCÝR AVUSTURYA AÐIZLI;16433;;NULL;16.02.2019;;472;;0;0.00;3;0.00;3;;
16435;97;NULL;1;TORNA KALEM UCU;16434;;NULL;19.02.2019;;472;;0;0.00;3;0.00;3;;
16436;97;NULL;1;ÞASE PENSESÝ VÝDALI;16435;;NULL;20.02.2019;;472;;0;0.00;3;0.00;3;;
16437;97;NULL;1;YAÐ ÇEKÝSÝ;16436;;NULL;23.02.2019;;472;;0;0.00;3;0.00;3;;
16438;97;NULL;1;ÞÝÞE KRÝKO;16437;;NULL;23.02.2019;;472;;0;0.00;3;0.00;3;;
16439;97;NULL;1;AVO METRE;16438;;NULL;23.02.2019;;472;;0;0.00;3;0.00;3;;
16440;97;NULL;1;KESKÝ;16439;;NULL;23.02.2019;;472;;0;0.00;3;0.00;3;;
16441;97;NULL;1;KARGA BURNU;16440;;NULL;23.02.2019;;472;;0;0.00;3;0.00;3;;
16442;97;NULL;1;DÜZ-YILDIZ TORNAVÝDA;16441;;NULL;23.02.2019;;472;;0;0.00;3;0.00;3;;
16443;97;NULL;1;AÇIK AÐIZ ANAHTAR;16442;;NULL;23.02.2019;;472;;0;0.00;3;0.00;3;;
16445;117;NULL;17;KUM;16444;;NULL;26.02.2019;;472;;0;0.00;3;0.00;3;;
16446;126;NULL;3;BORU DRENAJ 150;16445;;NULL;7.03.2019;;472;;0;0.00;3;0.00;3;;
16447;126;NULL;3;BORU KORUGE 100 MM;16446;;NULL;7.03.2019;;472;;0;0.00;3;0.00;3;;
16448;97;NULL;1;KRÝKO 20 TON'LUK;16447;;NULL;13.03.2019;;472;;0;0.00;3;0.00;3;;
16449;97;NULL;1;KAYNAK MASKESÝ;16448;;NULL;13.03.2019;;472;;0;0.00;3;0.00;3;;
16454;99;NULL;1;ÝZELTAÞ 160MM OPAK KARGABURUN;16453;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16455;99;NULL;8;ÝZELTAÞ KOMBÝNE ANAHTAR TAKI. 21 LÝ;16454;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16456;99;NULL;1;ÝZELTAÞ 250MM STANDART AYARLI PENSE;;16455;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;
16457;99;NULL;1;ÝZELTAÞ 180MM OPAK PENSE;16456;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16458;99;NULL;1;ÝZELTAÞ 180MM DIÞ SEGMAN PENSESÝ;;16457;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;
16459;99;NULL;1;ÝZELTAÞ 240MM FORT PENSE;16458;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16460;99;NULL;1;ÝZELTAÞ 36MM KOMBÝNE ANAHTAR;16459;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16461;99;NULL;1;ÝZELTAÞ 10* KURBAÐACIK;16460;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16462;99;NULL;1;"ÝZELTAÞ 1 1/2"" MAÞALI BORU ANAHTARI";16461;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16463;99;NULL;1;MEKANÝK KUMPAS 150MM;16462;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16464;99;NULL;8;RETTA 1/2 25 PARÇA LOKMA TAKIMI 12 KÖÞE;16463;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16465;99;NULL;8;ÝZELTAÞ 18 LÝ KARBÜRATÖR LOKMA TAKIMI 1/4;16464;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16466;99;NULL;8;RETTA RLT 1501 TORX LOKMA TAKIMI;16465;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16467;99;NULL;8;RETTA UZUN LOKMA SETÝ 1/2;16466;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16468;99;NULL;8;ÝZELTAÞ 8 LÝ TORX ALYAN SETÝ;16467;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16469;99;NULL;1;METAL TAKIM ÇANTASI 600;16468;;NULL;18.03.2019;;472;;0;0.00;3;0.00;3;;
16470;99;NULL;1;YAN KESKÝ 160MM;16469;;NULL;19.03.2019;;472;;0;0.00;3;0.00;3;;
16472;99;NULL;1;FÝLTRE SÖKECEÐÝ KAYIÞLI;16471;;NULL;19.03.2019;;472;;0;0.00;3;0.00;3;;
16473;99;NULL;1;AYARLI PENSE 240;16472;;NULL;19.03.2019;;472;;0;0.00;3;0.00;3;;
16474;99;NULL;1;KAYNAK PENSESÝ 600 AMPER;16473;;NULL;19.03.2019;;472;;0;0.00;3;0.00;3;;
16475;99;NULL;1;CIRCIR KOMBÝNE 17MM;16474;;NULL;19.03.2019;;472;;0;0.00;3;0.00;3;;
16476;99;NULL;1;PAPAÐAN PENSE;16475;;NULL;19.03.2019;;472;;0;0.00;3;0.00;3;;
16477;99;NULL;1;KARGABURUN 160MM;16476;;NULL;19.03.2019;;472;;0;0.00;3;0.00;3;;
16478;108;NULL;1;LASTÝK KAPLAMA 1400-24 GRAYDER;16477;;NULL;20.03.2019;;472;;0;0.00;3;0.00;3;;
16479;95;NULL;1;"2"" BENZÝNLÝ SU MOTORU";16478;;NULL;21.03.2019;;472;;0;0.00;3;0.00;3;;
16480;124;NULL;1;ÖÐÜTÜCÜ;16479;;NULL;23.03.2019;;472;;0;0.00;3;0.00;3;;
16481;124;NULL;1;PALET;16480;;NULL;23.03.2019;;472;;0;0.00;3;0.00;3;;
16482;124;NULL;1;RULMAN;16481;;NULL;23.03.2019;;472;;0;0.00;3;0.00;3;;
16483;124;NULL;1;MANÞON;16482;;NULL;23.03.2019;;472;;0;0.00;3;0.00;3;;
16484;99;NULL;8;ÝZELTAÞ 24 LÜ LOKMA ANAH. TK 1/2;16483;;NULL;27.03.2019;;472;;0;0.00;3;0.00;3;;
16485;99;NULL;1;MAZOT TABANCASI;16484;;NULL;27.03.2019;;472;;0;0.00;3;0.00;3;;
16486;99;NULL;1;BOSH GWS 7-115 AVUÇ TAÞLAMA;16485;;NULL;27.03.2019;;472;;0;0.00;3;0.00;3;;
16487;99;NULL;1;ZÝNCÝRLÝ CARASKAL 2 TON 3MT;16486;;NULL;27.03.2019;;472;;0;0.00;3;0.00;3;;
16488;99;NULL;1;LEVYE 600 LÜK;16487;;NULL;27.03.2019;;472;;0;0.00;3;0.00;3;;
16489;99;NULL;1;MAÞALI BORU ANAHTARI 2;16488;;NULL;27.03.2019;;472;;0;0.00;3;0.00;3;;
16490;99;NULL;1;FÝLTRE SÖKECEÐÝ ZÝNCÝRLÝ;16489;;NULL;27.03.2019;;472;;0;0.00;3;0.00;3;;
16492;98;NULL;1;FIRÇA ÇELÝK 110*380 ORTA ;16491;;NULL;24.04.2019;;472;;0;0.00;3;0.00;3;;
16493;98;NULL;1;FIRÇA PLASTÝK 110*380 ORTA ;16492;;NULL;24.04.2019;;472;;0;0.00;3;0.00;3;;
16494;125;NULL;1;TRAFÝK DUBASI 70CM LÝK;16493;;NULL;27.04.2019;;472;;0;0.00;3;0.00;3;;
16495;125;NULL;1;YANGIN TÜPÜ 12KG;16494;;NULL;27.04.2019;;472;;0;0.00;3;0.00;3;;
16496;125;NULL;1;EL FENERÝ ÞARJLI;16495;;NULL;27.04.2019;;472;;0;0.00;3;0.00;3;;
16497;120;NULL;1;AKÜ ÞARJ CÝHAZI;16496;;NULL;30.04.2019;;472;;0;0.00;3;0.00;3;;
16498;97;NULL;1;METRE;16497;;NULL;30.04.2019;;472;;0;0.00;3;0.00;3;;
16499;97;NULL;1;METAL KESÝCÝ;16498;;NULL;30.04.2019;;472;;0;0.00;3;0.00;3;;
16500;97;NULL;1;MATKAP UCU;16499;;NULL;30.04.2019;;472;;0;0.00;3;0.00;3;;
16501;95;NULL;1;KANAL AÇMA MAKÝNASI;16500;;NULL;3.05.2019;;472;;0;0.00;3;0.00;3;;
16502;157;NULL;1;Harici Taþýnabilir Disk;16501;;NULL;4.05.2019;;472;;0;0.00;3;0.00;3;;
16505;95;NULL;1;ÇEKÝLEBÝLÝR TÝP SÜPÜRGE;16504;;NULL;9.05.2019;;472;;0;0.00;3;0.00;3;;
16507;97;NULL;1;KILAVUZ TAKIMI;16506;;NULL;18.05.2019;;472;;0;0.00;3;0.00;3;;
16508;108;NULL;1;LASTÝK 175/75 R16 F TRANSÝT 2004;16507;;NULL;21.05.2019;TRANSÝT;472;;0;0.00;3;0.00;3;;
16509;98;NULL;1;FIRÇA ÇELÝK ORTA 180*800;16508;;NULL;21.05.2019;;472;;0;0.00;3;0.00;3;;
16510;98;NULL;1;FIRÇA PLASTÝK ORTA 180*800;16509;;NULL;21.05.2019;;472;;0;0.00;3;0.00;3;;
16511;97;NULL;8;ÇEKTÝRME DEMÝRÝ;16510;;NULL;21.05.2019;;472;;0;0.00;3;0.00;3;;
16513;97;NULL;8;KARE KÖÞE ANAHTAR TAKIM 21'LÝ;16512;;NULL;21.05.2019;;472;;0;0.00;3;0.00;3;;
16514;97;NULL;8;ÇATAL ANAHTAR TAKIM 12'LÝ;16513;;NULL;21.05.2019;;472;;0;0.00;3;0.00;3;;
16515;97;NULL;8;YILDIZ DÜZ TAKIM 7'LÝ;16514;;NULL;21.05.2019;;472;;0;0.00;3;0.00;3;;
16516;97;NULL;8;LEHÝM MAKÝNASI VE LEHÝM TAKIM;16515;;NULL;21.05.2019;;472;;0;0.00;3;0.00;3;;
16517;97;NULL;8;YILDIZ ANAHTAR;16516;;NULL;21.05.2019;;472;;0;0.00;3;0.00;3;;
16518;97;NULL;1;GERDÝRME;16517;;NULL;21.05.2019;;472;;0;0.00;3;0.00;3;;
16519;108;NULL;1;LASTÝK KAPLAMA 23,5-25 LOADER;16518;;NULL;21.05.2019;;472;;0;0.00;3;0.00;3;;
16520;156;NULL;1;ÝÞÇÝ ÇALIÞTIRMA;16519;;NULL;22.05.2019;;472;;0;0.00;3;0.00;3;;
16521;94;NULL;13;BETON 20/25;16520;;NULL;22.05.2019;;472;;0;0.00;3;0.00;3;;
16522;111;NULL;1;ZÝNCÝR 175-25;16521;;NULL;23.05.2019;;472;;0;0.00;3;0.00;3;;
16523;111;NULL;1;ZÝNCÝR 295/80R 22,5;16522;;NULL;23.05.2019;;472;;0;0.00;3;0.00;3;;
16524;111;NULL;1;ZÝNCÝR 13R 22,5;16523;;NULL;23.05.2019;;472;;0;0.00;3;0.00;3;;
16525;111;NULL;1;ZÝNCÝR 1100-20;16524;;NULL;23.05.2019;;472;;0;0.00;3;0.00;3;;
16526;99;NULL;8;TORNAVÝDA TAKIMI;16525;;NULL;24.05.2019;;472;;0;0.00;3;0.00;3;;
16527;99;NULL;8;ÝZELTAÞ MARKA;16526;;NULL;24.05.2019;;472;;0;0.00;3;0.00;3;;
16529;99;NULL;1;ÝZOLELÝ PENSE;16528;;NULL;24.05.2019;;472;;0;0.00;3;0.00;3;;
16530;99;NULL;1;BALYOZ;16529;;NULL;24.05.2019;;472;;0;0.00;3;0.00;3;;
16531;99;NULL;1;ÇEKÝÇ;16530;;NULL;24.05.2019;;472;;0;0.00;3;0.00;3;;
16532;97;NULL;1;MANÝVELA;16531;;NULL;28.05.2019;;472;;0;0.00;3;0.00;3;;
16534;95;NULL;1;ÇAPA MAKÝNASI;16533;;NULL;18.06.2019;;472;;0;0.00;3;0.00;3;;
16535;101;NULL;1;AKÜ 66 AMP;16534;;NULL;21.06.2019;;472;;0;0.00;3;0.00;3;;
16536;97;NULL;1;YAÐLAMA MAKÝNASI;16535;;NULL;24.06.2019;;472;;0;0.00;3;0.00;3;;
16537;111;NULL;1;KARLA MÜCADELE ZÝNCÝRLERÝ;16536;;NULL;24.06.2019;;472;;0;0.00;3;0.00;3;;
16538;102;NULL;1;ARVENTO CÝHAZI;16537;;NULL;25.06.2019;;472;;0;0.00;3;0.00;3;;
16539;156;NULL;1;BONCUK ÇÝMÝ(MAVÝ);16538;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16540;156;NULL;1;KEKÝK;16539;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16541;156;NULL;1;YUCCA;16540;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16542;156;NULL;1;KARTOPU;16541;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16543;156;NULL;1;GÜL;16542;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16544;156;NULL;1;SALKIM SÖÐÜT;16543;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16545;156;NULL;1;ÇINARLI YAPRAKLI AKAAÐAÇ;16544;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16546;156;NULL;1;SÜS ERÝÐÝ;16545;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16547;156;NULL;1;MAVÝ SEDÝR (ATLANTÝS);16546;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16548;156;NULL;1;PONPON LEYLANDÝ;16547;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16549;156;NULL;1;SPÝRAL LEYLANDÝ;16548;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16551;156;NULL;1;MAVÝ LADÝN;16550;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16552;156;NULL;1;BERBERÝS;16551;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16553;156;NULL;1;BEGONYA-KADÝFE-ATEÞ;16552;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16554;156;NULL;1;ALEV;16553;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16555;156;NULL;1;SARKICI PETUNYA;16554;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
16556;156;NULL;1;LEYLAK;16555;;NULL;27.06.2019;;472;;0;0.00;3;0.00;3;;
